ENSDARG00000013968	psap	prosaposin [Source:ZFIN;Acc:ZDB-GENE-020108-1]	6.05	0	148.93	304.72	260.27	214.46	206.88	244.34	192.62	274.66	240.18	476.38	334.74	302.10	268.29	345.80	402.91	354.75	300.63	352.13	424.15	403.77	379.19	295.21	371.29	347.55	243.04	342.34	255.65	284.05	264.14	270.64	329.17	403.74	449.75	381.74	292.34	120.45	51.75	7.16
ENSDARG00000092648	mvdb	mevalonate (diphospho) decarboxylase b [Source:ZFIN;Acc:ZDB-GENE-060503-404]	0	0	0	4.50	0	0.90	0.46	1.47	0	2.00	1.31	4.12	3.88	4.52	8.30	7.27	18.42	24.51	15.12	20.06	18.12	14.56	12.70	8.35	3.33	4.16	6.68	2.02	4.23	2.10	0	2.14	0.76	1.26	0	0.45	0.86	0.47	0	0
ENSDARG00000058115	fgfr2	fibroblast growth factor receptor 2 [Source:ZFIN;Acc:ZDB-GENE-030323-1]	0	0	0	3.00	2.51	2.99	2.08	3.79	1.06	1.76	2.63	6.99	12.21	15.72	10.36	29.37	21.19	32.96	26.35	33.28	31.89	31.38	22.69	26.28	17.94	27.72	14.14	8.32	10.92	8.06	7.80	5.52	1.78	6.65	7.78	3.15	1.73	1.80	3.19	0
ENSDARG00000005842	cd9a	CD9 antigen (p24) a [Source:ZFIN;Acc:ZDB-GENE-030131-1175]	0	0	0	0	3.84	1.35	1.29	0	0	2.00	1.31	6.51	3.33	1.92	7.00	7.49	9.93	13.89	3.87	6.09	9.36	9.26	9.68	10.39	5.24	5.59	2.61	8.84	2.94	1.26	0	1.02	0	1.08	0	2.08	1.97	1.33	0	0
ENSDARG00000019797	qrich1	glutamine-rich 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8204]	0	0	3.97	3.37	1.55	4.18	3.54	1.52	1.77	5.85	5.83	14.56	20.35	22.35	12.24	36.36	51.06	46.54	46.88	72.21	64.65	66.26	48.99	34.12	30.16	32.72	24.48	13.12	13.17	13.33	5.61	6.44	4.82	5.03	3.89	2.98	7.15	0.47	0	0
ENSDARG00000068275	ptx3a	pentraxin 3, long a [Source:ZFIN;Acc:ZDB-GENE-030131-8720]	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	0	0.63	2.22	9.71	18.13	9.96	10.92	3.78	1.95	3.97	4.92	1.10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000056653	fhl1b	four and a half LIM domains 1b [Source:ZFIN;Acc:ZDB-GENE-031219-1]	0	0	0	0	0	0	0	0	0	0.59	1.07	0	0.74	0	0	0	1.43	3.89	2.23	9.47	3.88	8.18	3.78	4.38	3.17	0.55	1.10	11.40	1.29	0	0	0	0	0	0	2.37	0	0.47	0	0
ENSDARG00000060510	cul4b	cullin 4B [Source:ZFIN;Acc:ZDB-GENE-041008-208]	0	0	1.99	2.62	5.38	0.45	2.21	2.61	2.83	3.76	8.16	8.62	8.51	20.67	21.35	51.90	59.12	52.84	67.87	65.47	70.94	67.37	57.29	57.09	31.42	23.85	30.95	19.93	12.21	8.90	6.13	3.68	2.53	5.21	1.30	0.45	0.86	3.80	0	0
ENSDARG00000041226	cdc40	cell division cycle 40 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050116-3]	0	0	0	5.25	0.59	0.90	1.67	1.52	3.55	3.84	6.32	11.02	14.60	18.75	21.41	48.50	52.04	43.78	66.28	68.18	83.17	50.79	60.02	62.67	31.12	34.49	28.86	15.68	11.00	10.94	2.84	4.50	2.03	6.83	0	3.88	0.66	0.67	0	0
ENSDARG00000071052	si:dkey-150i13.2	si:dkey-150i13.2 [Source:ZFIN;Acc:ZDB-GENE-090312-157]	0	0	21.84	30.73	30.31	41.16	18.86	16.88	26.21	37.65	41.54	41.76	66.24	121.70	213.49	339.87	315.75	397.55	348.30	366.08	271.71	313.81	296.16	338.16	248.67	224.53	167.04	160.92	106.89	94.47	61.31	37.52	26.12	24.82	38.28	57.84	35.49	27.14	16.19	2.99
ENSDARG00000075795	nol7	nucleolar protein 7 [Source:ZFIN;Acc:ZDB-GENE-030131-9100]	0	0	0	7.87	5.97	1.64	2.58	3.69	8.52	9.43	12.10	15.71	33.86	43.32	40.71	73.71	94.08	103.11	108.29	105.38	109.18	133.58	131.42	94.25	89.52	79.46	48.12	49.76	21.49	19.52	5.17	7.76	4.82	6.11	4.73	3.88	6.32	1.41	0	0
ENSDARG00000075526	PWWP2A	PWWP domain containing 2A [Source:HGNC Symbol;Acc:29406]	0	0	1.99	0.75	0.96	0	0.42	0	2.15	0.67	4.13	4.60	11.47	17.36	13.24	15.82	27.18	15.43	31.17	24.03	34.43	23.01	23.28	22.83	25.25	13.17	12.37	4.04	4.76	0.84	1.10	2.05	1.78	1.62	0	1.35	2.59	1.33	0	1.23
ENSDARG00000033683	tpma	alpha-tropomyosin [Source:ZFIN;Acc:ZDB-GENE-990415-269]	0	0	1.99	4.12	1.92	0.45	0	0	0.72	0.59	0	2.20	0.74	1.49	1.00	12.49	129.01	188.79	156.33	222.73	315.03	302.95	203.50	180.95	110.85	40.74	48.62	31.67	46.45	14.04	11.64	0.82	0	11.51	1.58	0.90	0	0.67	0	0
ENSDARG00000039483	si:dkey-51a16.9	si:dkey-51a16.9 [Source:ZFIN;Acc:ZDB-GENE-030616-560]	0	0	0	1.87	0.96	0	0	0.38	0	0.67	0.44	3.54	2.40	4.09	3.06	26.12	31.30	32.78	23.02	29.47	31.22	29.80	34.96	41.43	23.82	34.04	8.14	2.77	5.88	1.44	1.16	0.82	0	0	0	0.45	0	0	8.21	0
ENSDARG00000033738	zgc:153867	zgc:153867 [Source:ZFIN;Acc:ZDB-GENE-030131-9170]	1.34	0	25.81	53.97	42.98	56.73	58.37	58.80	47.97	66.79	79.71	118.12	185.74	198.10	172.15	259.59	285.72	267.71	301.30	320.71	396.40	305.10	298.28	287.75	393.94	287.74	206.74	207.96	108.54	115.82	82.03	91.78	86.47	62.89	105.97	61.37	48.66	45.71	11.40	1.06
ENSDARG00000013726	ap4b1	adaptor-related protein complex 4, beta 1 subunit [Source:ZFIN;Acc:ZDB-GENE-040426-1284]	0	0	0	0	0	0	0.42	0	0.72	0	0	0.48	1.66	1.73	2.06	0.63	3.49	0.56	3.13	4.77	6.22	5.76	7.71	2.53	1.43	1.26	1.46	0.75	0	0.84	3.29	2.46	0	0	0	0	0	1.33	0	0
ENSDARG00000006791	arntl1a	aryl hydrocarbon receptor nuclear translocator-like 1a [Source:ZFIN;Acc:ZDB-GENE-000509-1]	0	0	0	0.37	1.55	3.15	1.25	0	1.06	3.25	2.38	0	2.40	8.70	2.06	9.17	11.63	12.78	10.07	10.73	9.16	9.93	13.00	10.00	14.30	4.33	8.56	5.55	2.70	0.42	1.68	1.33	0.76	1.62	1.30	3.15	2.18	1.33	0	0
ENSDARG00000057890	TTC31	etratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:25759]	0	0	7.94	7.50	3.46	4.48	5.08	8.15	4.26	10.60	10.45	23.37	11.84	26.25	35.65	59.45	65.91	76.68	64.49	70.61	71.34	68.14	57.91	65.82	49.99	57.88	31.79	29.70	34.17	19.47	12.18	11.96	3.29	10.97	9.92	11.43	7.35	2.54	3.19	0
ENSDARG00000075819	arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:ZFIN;Acc:ZDB-GENE-030717-1]	0	0	0	5.25	0	1.94	2.62	0.38	5.66	2.34	7.77	7.18	12.03	10.05	25.53	33.97	37.74	31.79	43.79	43.44	46.07	48.76	30.99	47.12	26.52	30.54	28.18	8.32	10.92	4.99	11.30	2.35	1.02	1.98	6.31	0.45	2.18	2.07	0	0
ENSDARG00000012788	foxa3	forkhead box A3 [Source:ZFIN;Acc:ZDB-GENE-980526-423]	0	0	0	3.37	6.71	6.13	1.83	3.37	1.43	8.26	11.12	4.50	3.88	5.82	11.36	6.92	7.33	7.41	8.43	7.94	24.27	12.50	7.26	11.85	9.05	7.40	8.67	19.21	13.10	11.18	10.13	2.96	7.86	11.15	1.58	1.80	2.63	2.27	0	0
ENSDARG00000028088	galk1	galactokinase 1 [Source:ZFIN;Acc:ZDB-GENE-041010-79]	0	0	0	0.75	3.09	0.45	0.46	1.14	4.26	0	1.07	0.96	0	4.90	2.00	1.90	5.81	3.64	0.79	2.87	3.21	0	0	3.48	1.90	3.07	2.24	2.02	3.35	2.70	1.16	1.43	2.03	0	1.30	2.53	1.52	0.47	0	0
ENSDARG00000020332	nkx2.9	NK2 transcription factor related, locus 9 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-4340]	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	8.05	9.14	13.53	34.72	33.30	19.87	11.79	0.97	1.27	1.09	0.73	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000068366	wu:fc19g04	wu:fc19g04 [Source:ZFIN;Acc:ZDB-GENE-030131-2853]	0	0	0	0	0	0	0	0	0.72	3.84	3.01	2.20	2.78	1.49	2.06	3.74	4.02	5.80	6.05	12.35	5.21	4.45	4.99	4.76	3.49	2.69	1.67	7.57	0	0.84	0.58	0	0.76	0	1.58	0	0	0	0	0.53
ENSDARG00000037924	gna13b	guanine nucleotide binding protein (G protein), alpha 13b [Source:ZFIN;Acc:ZDB-GENE-030131-8277]	0	0	3.97	4.12	3.68	3.44	2.54	0.76	6.00	5.01	5.20	8.91	4.63	9.86	14.42	24.50	29.52	27.04	43.27	41.36	62.31	37.49	32.37	24.59	36.85	25.28	21.50	22.23	11.81	8.11	4.59	7.98	3.55	3.41	6.77	0.90	5.63	1.80	0	0
ENSDARG00000013704	cers2a	ceramide synthase 2a [Source:ZFIN;Acc:ZDB-GENE-020808-2]	0.67	0	0	1.12	6.34	1.80	2.25	2.23	0.72	4.42	2.38	7.95	5.18	7.94	9.30	18.21	19.50	14.39	14.00	27.99	33.76	20.54	13.00	17.40	13.33	9.00	9.45	11.58	5.93	7.87	5.10	4.29	6.09	2.70	4.17	3.43	3.94	2.00	0	0
ENSDARG00000042635	uchl5	ubiquitin carboxyl-terminal hydrolase L5 [Source:ZFIN;Acc:ZDB-GENE-040426-2051]	0	0	11.91	9.74	4.85	7.91	1.37	6.02	3.55	13.11	18.31	20.31	30.34	43.24	71.90	103.77	114.82	122.42	156.52	132.18	165.07	179.02	171.48	133.52	115.69	76.65	71.87	45.48	22.25	24.64	16.77	19.01	9.38	8.44	3.15	8.05	0.86	3.21	4.78	0
ENSDARG00000016128	ap3m2	adaptor-related protein complex 3, mu 2 subunit [Source:ZFIN;Acc:ZDB-GENE-021022-2]	0	0	0	0	0	0	0.83	0	0	0	0	0.86	1.66	2.79	2.00	1.41	2.59	5.31	7.79	2.35	7.49	5.76	6.20	2.71	1.43	1.98	2.77	0	0	0.42	0	0.92	0.76	0.36	1.30	2.08	0.86	0.67	0	0
ENSDARG00000011740	u2af2b	U2 small nuclear RNA auxiliary factor 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1881]	0	0	21.84	14.62	9.43	9.12	15.11	18.82	18.78	24.98	28.32	55.16	68.45	84.23	130.90	220.04	198.16	305.16	304.15	369.71	312.03	317.42	328.08	261.72	220.20	179.17	138.95	114.60	55.29	58.57	32.42	27.29	10.40	25.54	9.92	22.75	6.98	11.96	4.11	3.44
ENSDARG00000005948	ankmy2a	ankyrin repeat and MYND domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-030131-6321]	0	0	0	0	0	0	0.42	0	0.72	0	0.88	0.96	4.26	2.79	3.06	0.78	2.59	9.88	7.00	6.54	11.97	4.22	10.14	3.99	3.33	4.16	3.34	3.80	0.65	0.42	0	0	0	0.36	0	3.27	0	0	0	0
ENSDARG00000036386	rbm4.1	RNA binding motif protein 4.1 [Source:ZFIN;Acc:ZDB-GENE-030131-3902]	0	0	0	1.50	1.17	2.25	0	0	0	2.59	0.44	3.07	1.66	9.37	9.12	15.53	17.44	15.92	16.33	22.41	26.34	21.08	17.83	15.33	11.28	13.88	9.86	4.28	1.53	1.26	1.75	0.51	0.76	0.72	0	0	0	1.13	0	1.23
ENSDARG00000034718	tfpia	issue factor pathway inhibitor a [Source:ZFIN;Acc:ZDB-GENE-030711-1]	0	0	0	3.37	2.88	0.74	2.12	0	0	3.25	3.20	4.89	0.74	1.73	2.12	1.27	5.28	0.62	2.33	1.03	3.08	0.63	3.48	2.44	3.17	0.72	0.94	2.02	1.29	0	5.17	1.94	4.05	0.36	8.62	5.80	6.08	1.80	0	0.53
ENSDARG00000031494	prrc2a	proline-rich coiled-coil 2A [Source:ZFIN;Acc:ZDB-GENE-010501-4]	0.67	0	1.99	3.00	0	0.90	2.12	1.14	1.43	3.84	4.27	10.34	11.65	11.92	25.41	35.38	44.98	51.24	46.01	48.49	71.67	56.65	47.34	50.94	38.42	26.00	21.87	12.88	6.05	7.45	2.33	3.38	2.79	2.52	1.30	0	1.73	2.54	0	0
ENSDARG00000054060	pof1b	premature ovarian failure, 1B [Source:ZFIN;Acc:ZDB-GENE-030131-4287]	0	0	9.93	2.62	0.96	2.54	10.57	9.39	4.98	13.43	8.84	16.86	9.62	17.12	10.24	17.86	24.95	24.08	21.58	22.99	23.80	22.83	21.34	18.84	35.41	25.96	20.51	34.35	12.86	23.80	11.37	10.02	20.29	12.22	7.05	6.25	4.76	3.40	1.59	0
ENSDARG00000040432	klf2b	Kruppel-like factor 2b [Source:ZFIN;Acc:ZDB-GENE-011109-2]	0	0	1.99	0.75	0.96	1.94	0.87	0	1.43	1.25	0.44	0	2.59	4.66	4.00	6.35	2.06	4.75	2.28	3.67	1.54	0.85	4.69	5.54	14.45	4.92	2.77	4.04	1.41	3.54	0	1.74	1.78	0.72	2.87	4.00	2.38	2.27	0	0
ENSDARG00000060785	pcnxl4	pecanex-like 4 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-070209-185]	0	0	0	0.75	0	0	0.42	0	1.06	0	3.50	1.91	0.74	1.92	6.18	4.87	5.55	5.86	11.77	7.13	13.04	17.25	4.53	12.34	3.49	8.33	7.10	1.27	1.41	3.73	0	0	0	0	1.30	0.45	0	0	0	0
ENSDARG00000016613	mcat	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-041111-231]	1.34	0	0	0	0.96	0	0	0	0.72	0	0.44	0.48	0.93	4.71	1.06	6.07	9.39	10.49	9.23	9.70	14.51	10.74	8.17	5.73	4.61	2.69	2.92	2.02	0.65	0.84	1.10	1.02	0.76	0	0	0.90	0	0.47	0	0
ENSDARG00000041428	yrdc	yrdC N(6)-threonylcarbamoyltransferase domain containing [Source:ZFIN;Acc:ZDB-GENE-070410-65]	0	0	0	1.12	1.92	0	3.00	0.76	0	0.67	2.38	6.61	5.36	9.13	7.42	10.87	13.59	9.70	12.94	15.87	15.31	9.93	5.75	10.39	5.23	7.95	7.62	5.55	2.70	2.05	2.91	2.86	1.78	1.98	1.30	0	0.86	0	0	0
ENSDARG00000086746	PRODH (3 of 3)	proline dehydrogenase (oxidase) 1 [Source:HGNC Symbol;Acc:9453]	0	0	0	1.87	3.68	4.93	3.12	5.16	9.28	7.09	3.20	7.09	3.14	7.64	9.12	21.82	24.59	10.99	9.38	15.14	17.45	12.85	9.82	14.47	16.83	8.50	9.24	7.33	3.47	3.12	0.58	3.58	8.12	4.31	14.37	9.52	7.19	1.80	0	0
ENSDARG00000088972	si:dkey-238d18.4	si:dkey-238d18.4 [Source:ZFIN;Acc:ZDB-GENE-131121-307]	0	0	0	6.75	4.79	8.07	4.95	6.35	1.43	5.17	8.40	12.45	2.59	5.58	5.12	6.99	8.49	5.13	5.46	2.79	10.76	3.60	7.42	3.11	3.65	2.73	2.56	4.28	1.41	9.26	5.75	6.74	8.87	4.49	15.39	7.77	9.08	3.80	0	0
ENSDARG00000036772	pygo2	pygopus homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050809-108]	0	0	1.99	3.00	0.96	2.70	2.66	0	5.69	4.26	3.45	16.18	8.32	22.89	21.53	51.04	44.54	58.22	51.75	96.90	90.66	98.65	75.31	72.98	48.27	53.51	35.49	16.13	16.80	8.71	5.10	7.77	3.05	7.55	0	2.82	6.32	2.54	0	0.53
ENSDARG00000038442	plcg1	phospholipase C, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-030421-3]	0	0	0	1.87	1.92	2.09	1.67	1.14	3.17	6.34	0.88	5.36	5.92	9.48	19.41	35.52	38.10	44.50	58.21	51.50	77.76	54.92	65.49	60.17	47.15	33.27	19.57	8.56	6.81	7.82	6.71	3.88	3.55	4.14	5.47	3.72	0	2.34	0	0
ENSDARG00000002710	ncl	nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]	0.67	0	29.79	106.44	33.74	23.78	37.23	35.17	49.44	91.01	159.11	186.31	288.99	415.40	597.18	960.51	964.36	1118.49	1064.47	1259.75	1337.76	1291.54	1080.51	1113.46	949.70	768.19	607.09	370.54	245.16	160.73	118.07	84.96	47.67	69.04	41.71	48.20	47.47	46.03	12.76	1.23
ENSDARG00000010727	ttyh2l	weety homolog 2, like [Source:ZFIN;Acc:ZDB-GENE-040426-2394]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.41	0.63	4.07	3.87	7.57	1.47	1.26	6.20	6.31	0.63	4.37	0.37	1.27	0.65	0.42	0	0	0	0	0	0	0	0	0	0
ENSDARG00000029187	exosc3	exosome component 3 [Source:ZFIN;Acc:ZDB-GENE-050706-140]	0	0	1.99	2.62	1.92	1.64	2.54	2.61	3.21	3.68	2.19	8.05	8.32	29.75	28.89	57.41	38.37	38.52	49.21	57.90	61.71	54.47	42.65	55.00	42.69	48.49	23.12	28.32	14.39	9.21	3.42	2.86	1.78	3.77	2.59	0.45	1.31	1.41	4.11	0.53
ENSDARG00000075793	prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1428]	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0.43	4.06	2.19	7.78	5.74	3.08	7.35	4.61	3.77	4.99	4.18	3.81	4.71	2.19	3.29	0.65	1.44	0	0	1.02	0	0	0	0	0	0	0
ENSDARG00000006031	abat	4-aminobutyrate aminotransferase [Source:ZFIN;Acc:ZDB-GENE-031006-4]	0	0	3.97	0.75	1.92	3.58	1.79	1.14	0.72	2.67	1.07	2.20	3.14	2.36	3.12	7.84	3.93	8.77	6.95	5.44	9.16	13.48	10.28	10.21	7.15	7.19	7.62	3.29	0	3.96	0	0.92	0.76	0.36	0	0.45	9.12	0.67	0	0
ENSDARG00000000966	ncor2	nuclear receptor co-repressor 2 [Source:ZFIN;Acc:ZDB-GENE-030616-81]	0	0	3.97	2.25	0	2.25	1.29	6.63	2.15	5.01	2.14	3.45	2.40	4.71	8.30	11.15	14.31	11.73	18.82	16.76	20.99	17.30	16.64	12.32	8.09	5.43	9.24	4.28	3.47	3.12	1.68	1.54	1.52	2.70	5.47	0.90	1.31	0.67	0	0
ENSDARG00000000394	matr3l1.1	matrin 3-like 1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-40]	0	0	3.97	16.49	3.09	5.82	6.58	4.50	8.83	9.35	14.48	21.74	27.02	44.08	35.83	85.22	81.28	131.47	94.07	135.43	132.58	138.47	114.94	122.69	66.50	71.51	42.91	38.06	24.91	20.73	13.56	6.64	5.32	7.91	1.30	13.06	7.39	7.27	18.02	0.53
ENSDARG00000069916	SGOL1	shugoshin-like 1 (S. pombe) [Source:HGNC Symbol;Acc:25088]	0	0	1.99	4.87	0.96	2.09	1.25	0	2.11	1.17	6.51	8.53	4.81	13.14	17.48	38.54	29.78	30.94	27.32	51.86	65.45	49.63	38.87	49.67	45.90	27.52	9.97	10.58	14.22	12.20	4.01	3.07	1.78	1.98	0	1.35	1.97	0.67	0	0
ENSDARG00000045513	taf3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated facto [Source:ZFIN;Acc:ZDB-GENE-030131-6406]	0	0	3.97	5.62	4.05	1.64	3.83	1.90	4.26	6.10	11.85	11.11	17.77	35.82	36.65	63.55	56.59	66.11	70.00	89.97	81.90	89.04	61.37	59.87	56.52	43.58	37.95	14.63	12.86	16.09	10.27	5.62	8.12	1.98	4.17	1.35	8.29	3.60	1.59	0.53
ENSDARG00000074332	SPEN (2 of 2)	spen family transcriptional repressor [Source:HGNC Symbol;Acc:17575]	0	0	0	1.50	1.17	0	2.96	2.94	1.06	1.84	1.51	6.13	12.03	14.76	19.60	41.10	39.79	30.37	42.32	56.71	70.00	55.65	39.76	38.85	30.32	22.47	17.75	6.82	10.88	6.38	6.13	1.94	2.79	4.50	1.30	0.90	2.18	0.94	0	0
ENSDARG00000071863	itgb1a	integrin, beta 1a [Source:ZFIN;Acc:ZDB-GENE-060803-2]	0	0	0	4.87	0	0	0.42	0.76	1.43	3.17	7.77	5.36	9.43	11.35	17.42	53.16	26.56	42.22	44.81	50.61	61.98	34.20	37.66	41.83	34.61	33.27	16.34	17.46	2.58	6.43	4.59	5.11	0.76	0.36	0	2.37	0	1.87	0	0
ENSDARG00000060763	ARMC6	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:25049]	0	0	0	0	1.76	0	0.46	0	0	0.59	1.07	0	0.93	1.06	3.12	5.30	2.59	3.52	3.08	1.62	3.74	3.37	5.75	5.15	3.97	1.64	1.10	2.53	0.77	0.84	0.58	0.51	0	0	0	0	0	0.67	0	0
ENSDARG00000077456	si:ch211-113a14.12	si:ch211-113a14.12 [Source:ZFIN;Acc:ZDB-GENE-121214-99]	0	0	1.99	1.50	2.51	4.03	3.95	0.38	0.72	3.09	7.96	13.61	20.73	14.47	30.65	28.53	50.33	61.10	66.13	56.14	71.27	55.24	60.96	25.96	35.08	17.08	19.10	14.93	9.11	4.99	3.87	2.04	5.07	1.08	1.30	1.63	2.38	0.67	0	0
ENSDARG00000014962	ppp3cca	protein phosphatase 3, catalytic subunit, gamma isozyme, a [Source:ZFIN;Acc:ZDB-GENE-030829-36]	0	0	0	0	0	0	0	0	0	0	0	3.45	0	3.60	3.00	4.52	1.88	3.02	7.64	7.65	2.21	6.34	3.48	4.94	0.63	3.28	4.44	1.27	2.70	0.42	0	0.82	0	1.26	1.30	0	0.86	0	0	0
ENSDARG00000060477	vps8	vacuolar protein sorting 8 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-060503-348]	0	0	0	0.37	0	0	0	0	0.72	0	0	0.96	1.48	3.85	1.06	1.27	3.22	3.46	8.54	3.01	6.69	2.52	4.99	5.15	1.27	0.55	1.10	0	0.77	1.68	0	0	0	0	0	1.63	0	1.80	0	0
ENSDARG00000091903	si:dkey-56m15.5	si:dkey-56m15.5 [Source:ZFIN;Acc:ZDB-GENE-110913-134]	0	0	0	0	0.59	0	0.46	0.38	0	0	1.75	3.35	4.63	3.60	3.12	9.04	5.81	10.68	6.95	10.66	16.85	7.60	12.11	7.56	2.22	4.12	1.83	0	2.18	0.84	1.16	0.41	0	0	0	0	1.31	2.00	0	0.53
ENSDARG00000043084	abhd17ab	abhydrolase domain containing 17Ab [Source:ZFIN;Acc:ZDB-GENE-081105-136]	0	0	1.99	2.62	3.46	4.32	5.66	8.15	4.60	14.46	6.65	12.07	9.99	14.57	13.24	24.35	27.19	19.82	21.69	22.33	35.57	24.32	17.10	29.28	50.52	28.23	20.41	12.88	17.89	9.08	3.35	8.78	12.43	15.11	11.50	8.45	2.18	5.60	0	0
